"DATE","TIME PERIOD","Long-term interest rate for convergence purposes - Euro (IRS.M.AT.L.L40.CI.0000.EUR.N.Z)","Long-term interest rate for convergence purposes - Euro (IRS.M.BE.L.L40.CI.0000.EUR.N.Z)","Long-term interest rate for convergence purposes - Euro (IRS.M.BG.L.L40.CI.0000.EUR.N.Z)","Long-term interest rate for convergence purposes - Euro (IRS.M.CY.L.L40.CI.0000.EUR.N.Z)","Long-term interest rate for convergence purposes - Euro (IRS.M.DE.L.L40.CI.0000.EUR.N.Z)","Long-term interest rate for convergence purposes - Euro (IRS.M.EE.L.L40.CI.0000.EUR.N.Z)","Long-term interest rate for convergence purposes - Euro (IRS.M.ES.L.L40.CI.0000.EUR.N.Z)","Long-term interest rate for convergence purposes - Euro (IRS.M.FI.L.L40.CI.0000.EUR.N.Z)","Long-term interest rate for convergence purposes - Euro (IRS.M.FR.L.L40.CI.0000.EUR.N.Z)","Long-term interest rate for convergence purposes - Euro (IRS.M.GR.L.L40.CI.0000.EUR.N.Z)","Long-term interest rate for convergence purposes - Euro (IRS.M.HR.L.L40.CI.0000.EUR.N.Z)","Long-term interest rate for convergence purposes - Euro (IRS.M.I10.L.L40.CI.0000.EUR.N.Z)","Long-term interest rate for convergence purposes - Euro (IRS.M.IE.L.L40.CI.0000.EUR.N.Z)","Long-term interest rate for convergence purposes - Euro (IRS.M.IT.L.L40.CI.0000.EUR.N.Z)","Long-term interest rate for convergence purposes - Euro (IRS.M.LT.L.L40.CI.0000.EUR.N.Z)","Long-term interest rate for convergence purposes - Euro (IRS.M.LU.L.L40.CI.0000.EUR.N.Z)","Long-term interest rate for convergence purposes - Euro (IRS.M.LV.L.L40.CI.0000.EUR.N.Z)","Long-term interest rate for convergence purposes - Euro (IRS.M.MT.L.L40.CI.0000.EUR.N.Z)","Long-term interest rate for convergence purposes - Euro (IRS.M.NL.L.L40.CI.0000.EUR.N.Z)","Long-term interest rate for convergence purposes - Euro (IRS.M.PT.L.L40.CI.0000.EUR.N.Z)","Long-term interest rate for convergence purposes - Euro (IRS.M.SI.L.L40.CI.0000.EUR.N.Z)","Long-term interest rate for convergence purposes - Euro (IRS.M.SK.L.L40.CI.0000.EUR.N.Z)","Long-term interest rate for convergence purposes - Euro (IRS.M.U2.L.L40.CI.0000.EUR.N.Z)"
"1988-07-31","1988Jul","","","","","","","","","8.98","","","","","","","","","","6.64"
"1988-08-31","1988Aug","","","","","","","","","9.24","","","","","","","","","","6.72"
"1988-09-30","1988Sep","","","","","","","","","9.01","","","","","","","","","","6.52"
"1988-10-31","1988Oct","","","","","","","","","8.76","","","","","","","","","","6.27"
"1988-11-30","1988Nov","","","","","","","","","8.74","","","","","","","","","","6.35"
"1988-12-31","1988Dec","","","","","","","","","8.69","","","","","","","","","","6.50"
"1989-01-31","1989Jan","","","","","","","","","8.57","","","","","","","","","","6.66"
"1989-02-28","1989Feb","","","","","","","","","8.95","","","","","","","","","","6.97"
"1989-03-31","1989Mar","","","","","","","","","9.08","","","","","","","","","","7.09"
"1989-04-30","1989Apr","","","","","","","","","8.86","","","","","","","","","","7.08"
"1989-05-31","1989May","","","","","","","","","8.82","","","","","","","","","","7.36"
"1989-06-30","1989Jun","","8.35","","","","","","","8.67","","","","","","","","","","7.19"
"1989-07-31","1989Jul","","8.39","","","","","","","8.55","","","","","","","","","","7.05"
"1989-08-31","1989Aug","","8.36","","","","","","","8.35","","","","","","","","","","7.04"
"1989-09-30","1989Sep","","8.43","","","","","","","8.55","","","","","","","","","","7.21"
"1989-10-31","1989Oct","","8.68","","","","","","","8.81","","","","","","","","","","7.43"
"1989-11-30","1989Nov","","9.10","","","","","","","9.05","","","","","","","","","","7.72"
"1989-12-31","1989Dec","","9.40","","","","","","","9.12","","","","","","","","","","7.75"
"1990-01-31","1990Jan","","9.80","","","7.63","","","","9.54","","","","","","","","","","8.21"
"1990-02-28","1990Feb","","10.40","","","8.43","","","","9.97","","","","","","","","","","8.81"
"1990-03-31","1990Mar","","10.26","","","8.67","","","","9.98","","","","","","","","","","8.96"
"1990-04-30","1990Apr","","10.00","","","8.70","","","","9.59","","","","","","","","","","8.88"
"1990-05-31","1990May","","9.82","","","8.74","","","","9.56","","","","","","","","","","8.91"
"1990-06-30","1990Jun","","9.75","","","8.82","","","","9.69","","","","","","","","","","8.96"
"1990-07-31","1990Jul","","9.56","","","8.58","","","","9.59","","","","","","","","","","8.73"
"1990-08-31","1990Aug","","10.01","","","8.90","","","","10.06","","","","","","","","","","9.00"
"1990-09-30","1990Sep","","10.30","","","9.09","","","","10.49","","","","","","","","","","9.17"
"1990-10-31","1990Oct","","10.22","","","9.09","","","","10.38","","","","","","","","","","9.21"
"1990-11-30","1990Nov","","10.01","","","8.95","","","","10.21","","","","","","","","","","9.14"
"1990-12-31","1990Dec","","9.95","","","8.85","","","","9.94","","","","","","","","","","9.07","","","","9.31"
"1991-01-31","1991Jan","","9.87","","","8.94","","","","9.77","","","","","","","","","","9.14","","","","9.32"
"1991-02-28","1991Feb","","9.25","","","8.42","","","","9.12","","","","","","","","","","8.62","","","","8.75"
"1991-03-31","1991Mar","","9.23","","","8.41","","","","9.05","","","","","13.77","","","","","8.66","","","","9.98"
"1991-04-30","1991Apr","","9.17","","","8.39","","","","8.90","","","","","13.43","","","","","8.58","","","","9.83"
"1991-05-31","1991May","","9.14","","","8.39","","","","8.88","","","","","13.06","","","","","8.60","","","","9.73"
"1991-06-30","1991Jun","","9.26","","","8.39","","","","9.15","","","","","13.09","","","","","8.64","","","","9.82"
"1991-07-31","1991Jul","","9.47","","","8.61","","","","9.19","","","","","13.34","","","","","8.82","","","","9.99"
"1991-08-31","1991Aug","","9.41","","","8.56","","","11.06","9.11","","","","","13.45","","","","","8.84","","","","10.01"
"1991-09-30","1991Sep","","9.22","","","8.45","","","11.01","8.88","","","","","13.02","","","","","8.77","","","","9.79"
"1991-10-31","1991Oct","","9.13","","","8.36","","","10.80","8.80","","","","","12.79","","","","","8.72","","","","9.67"
"1991-11-30","1991Nov","","9.15","","","8.34","","11.46","11.35","8.81","","","","","12.91","","","","","8.75","","","","9.93"
"1991-12-31","1991Dec","","9.13","","","8.24","","11.32","12.06","8.80","","","","","12.95","","","","","8.70","","","","9.90"
"1992-01-31","1992Jan","","8.72","","","7.98","","10.93","11.76","8.46","","","","","12.68","","","","","8.40","","","","9.59"
"1992-02-29","1992Feb","","8.72","","","7.92","","10.79","11.18","8.46","","","","","12.61","","","","","8.31","","","","9.53"
"1992-03-31","1992Mar","","8.81","","","8.00","","10.80","11.25","8.59","","","","","12.58","","","","","8.31","","","","9.59"
"1992-04-30","1992Apr","","8.86","","","8.04","","10.85","11.86","8.68","","","","","12.69","","","","","8.31","","","","9.66"
"1992-05-31","1992May","","8.83","","","8.08","","10.84","11.82","8.59","","","","","12.58","","","","","8.32","","","","9.61"
"1992-06-30","1992Jun","","8.92","","","8.06","","11.34","12.20","8.74","","","","","13.10","","","","","8.30","","","","9.83"
"1992-07-31","1992Jul","","8.91","","","8.12","","11.84","12.11","8.90","","","","","13.63","","","","","8.33","","","","10.06"
"1992-08-31","1992Aug","","9.03","","","8.08","","12.22","12.92","9.05","","","","","13.68","","","","","8.35","","","","10.16"
"1992-09-30","1992Sep","","8.77","","","7.71","","12.65","13.53","8.75","","","","","14.11","","","","","8.04","","","","10.10"
"1992-10-31","1992Oct","","8.28","","","7.47","","13.00","12.03","8.44","23.50","","","","14.42","","","","","7.65","","","","9.99"
"1992-11-30","1992Nov","","8.04","","","7.38","","12.54","12.04","8.15","25.00","","","","13.47","","","","","7.51","","","","9.62"
"1992-12-31","1992Dec","","7.95","","","7.33","","12.53","10.99","8.21","24.50","","","","13.66","","","","","7.38","","","","9.62"
"1993-01-31","1993Jan","7.22","7.57","","","7.15","","12.16","10.92","7.97","24.50","","","9.88","13.43","","","","","7.14","","","","9.31"
"1993-02-28","1993Feb","7.13","7.65","","","6.94","","11.43","10.27","7.79","24.50","","","9.26","13.06","","","","","6.88","","","","9.02"
"1993-03-31","1993Mar","6.86","7.37","","","6.66","","11.36","9.88","7.35","24.50","","","8.62","12.90","","","","","6.57","","","","8.75"
"1993-04-30","1993Apr","6.93","7.44","","","6.68","","11.49","9.77","7.16","24.38","","","8.11","13.11","","","","","6.61","","","","8.77"
"1993-05-31","1993May","7.06","7.43","","","6.83","","11.22","9.46","7.19","23.88","","","7.83","12.46","","","","","6.67","","","","8.66"
"1993-06-30","1993Jun","6.99","7.23","","","6.81","","10.56","9.06","7.01","23.38","","","7.61","11.67","","","","","6.59","","","","8.34"
"1993-07-31","1993Jul","6.75","7.05","","","6.62","","10.22","8.60","6.75","22.88","","","7.32","11.10","","","","","6.43","10.67","","","8.11"
"1993-08-31","1993Aug","6.60","7.08","","","6.41","","9.48","7.87","6.34","22.25","","","7.11","9.76","","","","","6.18","10.37","","","7.56"
"1993-09-30","1993Sep","6.44","7.22","","","6.20","","9.09","7.99","6.14","22.25","","","7.01","9.47","","","","","5.98","9.74","","","7.33"
"1993-10-31","1993Oct","6.26","7.19","","","6.00","","8.69","7.67","5.98","22.25","","","6.71","9.02","","6.68","","","5.83","9.27","","","7.06"
"1993-11-30","1993Nov","6.18","6.92","","","5.98","","8.56","7.39","6.03","22.25","","","6.57","9.33","","6.52","","","5.81","9.39","","","7.10"
"1993-12-31","1993Dec","6.04","6.59","","","5.85","","8.28","7.03","5.80","22.25","","","6.38","8.93","","6.30","","","5.67","9.19","","","6.86"
"1994-01-31","1994Jan","5.81","6.52","","","5.80","","7.98","6.54","5.67","22.00","","","6.15","8.67","","6.33","","","5.60","8.93","","","6.70"
"1994-02-28","1994Feb","6.06","6.70","","","6.07","","8.07","6.58","5.97","21.25","","","6.45","8.77","","6.43","","","5.86","8.58","","","6.89"
"1994-03-31","1994Mar","6.45","7.14","","","6.34","","8.82","7.45","6.38","20.38","","","7.07","9.45","","6.72","","","6.29","8.97","","","7.37"
"1994-04-30","1994Apr","6.67","7.29","","","6.48","","9.07","8.29","6.69","20.00","","","7.57","9.05","","6.98","","","6.53","9.26","","","7.49"
"1994-05-31","1994May","6.97","7.54","","","6.66","","9.55","8.53","6.98","20.38","","","7.96","9.37","","7.11","","","6.74","9.96","","","7.78"
"1994-06-30","1994Jun","7.41","7.98","","","7.05","","10.28","9.54","7.50","20.75","","","8.50","10.48","","7.15","","","7.11","10.84","","","8.40"
"1994-07-31","1994Jul","7.12","7.95","","","6.90","","10.59","9.89","7.39","21.13","","","8.34","10.77","","7.13","","","6.91","11.34","","","8.42"
"1994-08-31","1994Aug","7.20","8.21","","","7.09","","10.68","10.59","7.65","21.50","","","8.43","11.46","","7.08","","","7.12","11.42","","","8.71"
"1994-09-30","1994Sep","7.57","8.58","","","7.52","","11.22","10.53","8.10","21.50","","","8.82","11.94","","7.32","","","7.49","11.75","","","9.16"
"1994-10-31","1994Oct","7.69","8.45","","","7.54","","11.14","10.08","8.19","20.67","","","8.68","12.07","","7.96","","","7.51","11.59","","","9.19"
"1994-11-30","1994Nov","7.72","8.35","","","7.49","","11.17","10.23","8.14","19.83","","","8.51","12.02","","7.85","","","7.54","11.51","","","9.15"
"1994-12-31","1994Dec","7.63","8.30","","","7.46","","11.38","10.21","8.03","19.00","","","8.57","12.20","","7.74","","","7.60","11.60","","","9.18"
"1995-01-31","1995Jan","7.72","8.45","","","7.60","","11.86","10.24","8.22","19.00","","","8.79","12.37","","7.78","","","7.71","11.79","","","9.38"
"1995-02-28","1995Feb","7.65","8.27","","","7.42","","11.60","10.22","8.01","18.50","","","8.67","12.39","","7.83","","","7.54","11.71","","","9.23"
"1995-03-31","1995Mar","7.51","8.16","","","7.28","","12.26","10.18","8.03","18.25","","","8.80","13.45","","7.73","","","7.42","11.98","","","9.47"
"1995-04-30","1995Apr","7.37","7.85","","","7.09","","12.09","9.42","7.81","18.00","","","8.70","13.41","","7.53","","","7.17","12.17","","","9.30"
"1995-05-31","1995May","7.13","7.59","","","6.86","","11.41","8.84","7.52","17.58","","","8.34","12.30","","7.39","","","6.92","11.92","","","8.82"
"1995-06-30","1995Jun","7.05","7.33","","","6.78","","11.54","8.70","7.45","17.24","","","8.26","12.38","","7.11","","","6.82","11.89","","","8.79"
"1995-07-31","1995Jul","7.11","7.33","","","6.86","","11.33","8.74","7.45","16.72","","","8.39","12.21","","7.10","","","6.85","11.69","","","8.75"
"1995-08-31","1995Aug","7.00","7.19","","","6.74","","10.97","8.34","7.33","16.19","","","8.15","11.66","","7.09","","","6.74","11.31","","","8.51"
"1995-09-30","1995Sep","6.88","7.04","","","6.59","","10.80","7.98","7.35","15.72","","","7.96","11.54","","6.90","","","6.58","11.15","","","8.40"
"1995-10-31","1995Oct","6.96","7.06","","","6.57","","10.89","7.95","7.49","15.56","","","7.99","11.96","","6.84","","","6.59","11.22","","","8.52"
"1995-11-30","1995Nov","6.76","6.80","","","6.34","","10.54","7.52","7.04","15.40","","","7.63","11.63","","6.77","","","6.32","10.74","","","8.19"
"1995-12-31","1995Dec","6.47","6.70","","","6.07","","9.95","7.38","6.71","15.35","","","7.38","11.17","","6.69","","","6.09","10.03","","","7.85"
"1996-01-31","1996Jan","6.21","6.44","","","5.89","","9.46","7.04","6.47","15.30","","","7.23","10.43","","6.42","","","5.87","9.44","","","7.47"
"1996-02-29","1996Feb","6.44","6.64","","","6.20","","9.71","7.67","6.60","15.30","","","7.49","10.52","","6.44","","","6.22","9.45","","","7.69"
"1996-03-31","1996Mar","6.55","6.84","","","6.44","","9.89","7.71","6.65","14.90","","","7.82","10.69","","6.68","","","6.45","9.46","","","7.86"
"1996-04-30","1996Apr","6.43","6.67","","","6.38","","9.33","7.47","6.51","14.80","","","7.61","10.34","","6.58","","","6.34","9.06","","","7.64"
"1996-05-31","1996May","6.45","6.69","","","6.45","","9.17","7.36","6.47","14.87","","","7.50","9.70","","6.47","","","6.34","8.97","","","7.50"
"1996-06-30","1996Jun","6.63","6.78","","","6.56","","9.11","7.21","6.56","14.95","","","7.62","9.57","","6.51","","","6.47","8.88","","","7.54"
"1996-07-31","1996Jul","6.58","6.78","","","6.48","","8.78","7.07","6.49","14.61","","","7.49","9.43","","6.53","","","6.41","8.71","","","7.41"
"1996-08-31","1996Aug","6.41","6.62","","","6.30","","8.86","7.16","6.41","14.46","","","7.43","9.48","","6.35","","","6.24","8.71","","","7.34"
"1996-09-30","1996Sep","6.30","6.45","","","6.23","","8.43","6.92","6.29","14.23","","","7.21","9.17","","6.25","","","6.10","8.32","","","7.15"
"1996-10-31","1996Oct","6.06","6.10","","","6.01","","7.76","6.51","5.98","14.00","","","6.78","8.23","","5.93","","","5.88","7.59","","","6.70"
"1996-11-30","1996Nov","5.95","6.00","","","5.86","","7.34","6.47","5.83","13.36","","","6.68","7.69","","5.89","","","5.76","7.17","","","6.44"
"1996-12-31","1996Dec","5.86","5.90","","","5.79","","7.00","6.34","5.75","12.42","","","6.61","7.57","","5.81","","","5.72","6.95","","","6.32"
"1997-01-31","1997Jan","5.84","5.89","","","5.80","","6.83","6.14","5.69","12.29","","","6.59","7.38","","5.72","","","5.66","6.72","","","6.24"
"1997-02-28","1997Feb","5.58","5.65","","","5.55","","6.74","5.91","5.45","10.87","","","6.33","7.36","","5.45","","","5.47","6.66","","","6.07"
"1997-03-31","1997Mar","5.71","5.85","","","5.71","","7.03","6.12","5.67","9.45","","","6.62","7.87","","5.59","","","5.66","6.87","","","6.33"
"1997-04-30","1997Apr","5.90","6.02","","","5.87","","6.95","6.36","5.81","9.33","","","6.69","7.74","","5.70","","","5.79","6.80","","","6.39"
"1997-05-31","1997May","5.79","5.90","","","5.76","","6.61","6.16","5.71","8.92","","","6.55","7.32","","5.59","","","5.69","6.49","","","6.19"
"1997-06-30","1997Jun","5.78","5.83","","","5.72","","6.47","6.09","5.65","9.15","","","6.49","7.07","","5.69","","","5.62","6.41","","","6.09"
"1997-07-31","1997Jul","5.61","5.64","","","5.56","","6.21","5.86","5.44","9.42","","","6.26","6.52","","5.57","","","5.49","6.26","","","5.84"
"1997-08-31","1997Aug","5.70","5.75","","","5.66","","6.31","5.90","5.59","9.63","","","6.33","6.66","","5.62","","","5.60","6.35","","","5.95"
"1997-09-30","1997Sep","5.63","5.69","","","5.59","","6.09","5.84","5.53","9.43","","","6.10","6.36","","5.60","","","5.55","6.13","","","5.81"
"1997-10-31","1997Oct","5.62","5.69","","","5.58","","5.98","5.75","5.60","9.30","","","5.99","6.20","","5.60","","","5.57","5.98","","","5.77"
"1997-11-30","1997Nov","5.63","5.68","","","5.56","","5.96","5.79","5.57","10.76","","","5.98","6.13","","5.61","","","5.54","5.96","","","5.75"
"1997-12-31","1997Dec","5.40","5.45","","","5.33","","5.64","5.58","5.32","10.48","","","5.61","5.74","","5.43","","","5.28","5.67","","","5.47"
"1998-01-31","1998Jan","5.19","5.22","","","5.11","","5.40","5.31","5.12","11.03","","","5.35","5.43","","5.21","","","5.08","5.41","","","5.23"
"1998-02-28","1998Feb","5.07","5.11","","","4.99","","5.24","5.16","5.04","11.04","","","5.23","5.38","","5.08","","","5.01","5.32","","","5.13"
"1998-03-31","1998Mar","4.97","5.03","","","4.90","","5.09","5.04","4.96","9.27","","","5.08","5.20","","5.00","","","4.94","5.25","","","5.01"
"1998-04-30","1998Apr","4.97","5.03","","","4.90","","5.06","5.01","4.97","8.11","","","5.05","5.15","","4.99","","","4.95","5.17","","","5.00"
"1998-05-31","1998May","5.03","5.09","","","4.96","","5.13","5.08","5.01","7.85","","","5.14","5.21","","5.06","","","5.00","5.18","","","5.06"
"1998-06-30","1998Jun","4.89","4.96","","","4.80","","5.02","4.95","4.86","7.74","","","5.03","5.08","","4.94","","","4.85","5.06","","","4.92"
"1998-07-31","1998Jul","4.83","4.88","","","4.68","","4.94","4.86","4.78","7.67","","","4.93","4.97","","4.84","","","4.76","4.95","","","4.82"
"1998-08-31","1998Aug","4.62","4.66","","","4.42","","4.74","4.68","4.53","7.56","","","4.68","4.79","","4.56","","","4.53","4.76","","","4.59"
"1998-09-30","1998Sep","4.31","4.34","","","4.06","","4.48","4.45","4.20","8.25","","","4.39","4.53","","4.36","","","4.19","4.46","","","4.28"
"1998-10-31","1998Oct","4.30","4.28","","","4.06","","4.43","4.45","4.19","8.45","","","4.35","4.49","","4.30","","","4.14","4.44","","","4.25"
"1998-11-30","1998Nov","4.33","4.33","","","4.12","","4.41","4.41","4.20","7.65","","","4.32","4.38","","4.21","","","4.19","4.43","","","4.25"
"1998-12-31","1998Dec","4.05","4.09","","","3.86","","4.07","4.06","3.91","7.17","","","4.02","4.00","","4.10","","","3.96","4.12","","","3.96"
"1999-01-31","1999Jan","3.84","3.90","","","3.70","","3.88","3.91","3.78","6.32","","","3.89","3.92","","3.91","","","3.81","3.90","","","3.81"
"1999-02-28","1999Feb","3.98","4.04","","","3.85","","4.02","4.05","3.94","5.96","","","4.02","4.05","","3.93","","","3.93","4.02","","","3.95"
"1999-03-31","1999Mar","4.16","4.26","","","4.04","","4.26","4.26","4.14","5.97","","","4.19","4.27","","4.17","","","4.14","4.24","","","4.16"
"1999-04-30","1999Apr","4.03","4.11","","","3.85","","4.09","4.07","3.99","5.85","","","3.95","4.11","","4.01","","","4.01","4.13","","","3.99"
"1999-05-31","1999May","4.21","4.29","","","4.01","","4.28","4.24","4.17","5.75","","","4.18","4.28","","4.16","","","4.19","4.32","","","4.17"
"1999-06-30","1999Jun","4.54","4.64","","","4.36","","4.61","4.58","4.49","6.02","","","4.59","4.62","","4.37","","","4.51","4.66","","","4.50"
"1999-07-31","1999Jul","4.87","4.94","","","4.68","","4.91","4.92","4.82","6.37","","","4.94","4.94","","4.87","","","4.82","4.99","","","4.83"
"1999-08-31","1999Aug","5.10","5.18","","","4.88","","5.17","5.15","5.02","6.66","","","5.16","5.13","","5.18","","","5.03","5.22","","","5.04"
"1999-09-30","1999Sep","5.27","5.34","","","5.04","","5.32","5.32","5.20","6.64","","","5.34","5.28","","5.31","","","5.22","5.41","","","5.20"
"1999-10-31","1999Oct","5.53","5.58","","","5.29","","5.56","5.56","5.44","7.03","","","5.57","5.52","","5.54","","","5.45","5.62","","","5.44"
"1999-11-30","1999Nov","5.27","5.30","","","5.04","","5.28","5.28","5.15","6.61","","","5.31","5.25","","5.27","","","5.18","5.36","","","5.17"
"1999-12-31","1999Dec","5.35","5.41","","","5.15","","5.37","5.37","5.29","6.39","","","5.40","5.36","","5.26","","","5.28","5.46","","","5.28"
"2000-01-31","2000Jan","5.75","5.79","","","5.54","","5.76","5.75","5.66","6.60","","","5.80","5.75","","5.65","","","5.67","5.81","","","5.67"
"2000-02-29","2000Feb","5.77","5.79","","","5.51","","5.73","5.72","5.62","6.48","","","5.76","5.73","","5.71","","","5.66","5.78","","","5.64"
"2000-03-31","2000Mar","5.59","5.62","","","5.33","","5.55","5.50","5.43","6.24","","","5.58","5.58","","5.56","","","5.48","5.61","","","5.47"
"2000-04-30","2000Apr","5.49","5.52","","","5.22","","5.45","5.46","5.33","6.09","","","5.46","5.47","","5.42","","","5.38","5.52","","","5.36"
"2000-05-31","2000May","5.66","5.69","","","5.38","","5.63","5.59","5.50","6.18","","","5.61","5.67","","5.60","","","5.50","5.68","","","5.53"
"2000-06-30","2000Jun","5.52","5.53","","","5.19","","5.45","5.39","5.32","6.06","","","5.43","5.51","","5.38","","","5.31","5.54","","","5.36"
"2000-07-31","2000Jul","5.60","5.60","","","5.27","","5.53","5.48","5.40","6.08","","","5.52","5.59","","5.57","","","5.40","5.61","","","5.44"
"2000-08-31","2000Aug","5.54","5.56","","","5.21","","5.50","5.43","5.36","6.04","","","5.47","5.56","","5.49","","","5.36","5.57","","","5.40"
"2000-09-30","2000Sep","5.57","5.63","","","5.26","","5.56","5.49","5.42","6.05","","","5.52","5.63","","5.57","","","5.41","5.63","","","5.45"
"2000-10-31","2000Oct","5.52","5.58","","","5.21","","5.50","5.45","5.36","5.97","","","5.46","5.58","","5.51","","","5.35","5.58","","","5.40"
"2000-11-30","2000Nov","5.46","5.52","","","5.15","","5.45","5.40","5.29","5.87","","","5.40","5.55","","5.57","","","5.30","5.53","","","5.34"
"2000-12-31","2000Dec","5.21","5.28","","","4.89","","5.20","5.14","5.04","5.54","","","5.14","5.30","","5.21","","","5.03","5.28","","","5.09"
"2001-01-31","2001Jan","5.10","5.16","","7.68","4.80","","5.08","5.02","4.94","5.35","","","5.03","5.18","9.31","5.06","7.64","6.11","4.93","5.16","","8.25","4.99"
"2001-02-28","2001Feb","5.10","5.16","","7.68","4.78","","5.12","5.02","4.93","5.35","","","5.01","5.18","9.77","5.08","7.82","6.11","4.92","5.14","","8.17","4.99"
"2001-03-31","2001Mar","5.01","5.08","","7.66","4.67","","5.04","4.94","4.84","5.28","","","4.92","5.13","8.64","4.93","7.90","6.11","4.83","5.09","","8.09","4.90"
"2001-04-30","2001Apr","5.16","5.21","","7.63","4.83","","5.18","5.10","5.00","5.39","","","5.09","5.28","8.50","5.05","7.90","6.11","5.02","5.27","","8.00","5.06"
